timeframe,open_time,open,high,low,close,volume,buy_volume,sell_volume,tick_count
1h,1770483600.0,1.4189,1.4302,1.4096,1.4245,1435376.44,0.0,0.0,0
1h,1770487200.0,1.4245,1.4487,1.424,1.4409,1815233.58,0.0,0.0,0
1h,1770490800.0,1.4409,1.4409,1.4286,1.4308,876900.32,0.0,0.0,0
1h,1770494400.0,1.4308,1.4416,1.4273,1.4368,828512.21,0.0,0.0,0
1h,1770498000.0,1.4368,1.439,1.4275,1.4291,665775.87,0.0,0.0,0
1h,1770501600.0,1.4291,1.4332,1.4201,1.4227,731460.99,0.0,0.0,0
1h,1770505200.0,1.4227,1.4278,1.4124,1.423,843736.2,0.0,0.0,0
1h,1770508800.0,1.423,1.4287,1.4147,1.4205,761895.51,0.0,0.0,0
1h,1770512400.0,1.4205,1.4379,1.4197,1.4323,891814.28,0.0,0.0,0
1h,1770516000.0,1.4323,1.4417,1.4243,1.4299,964587.8,0.0,0.0,0
1h,1770519600.0,1.4299,1.433,1.4137,1.4167,773377.74,0.0,0.0,0
1h,1770523200.0,1.4167,1.4237,1.4098,1.4231,706788.65,0.0,0.0,0
1h,1770526800.0,1.4231,1.426,1.4162,1.4184,620745.74,0.0,0.0,0
1h,1770530400.0,1.4184,1.4222,1.414,1.4163,494650.52,0.0,0.0,0
1h,1770534000.0,1.4163,1.4214,1.4121,1.4211,872459.49,0.0,0.0,0
1h,1770537600.0,1.4211,1.4632,1.4195,1.4539,3190592.7,0.0,0.0,0
1h,1770541200.0,1.4539,1.4588,1.4336,1.4381,1630904.61,0.0,0.0,0
1h,1770544800.0,1.4381,1.4461,1.4256,1.4312,1028468.56,0.0,0.0,0
1h,1770548400.0,1.4312,1.4529,1.4306,1.4529,1460917.05,0.0,0.0,0
1h,1770552000.0,1.4529,1.4567,1.4429,1.4557,2096115.56,0.0,0.0,0
1h,1770555600.0,1.4557,1.4693,1.4496,1.462,2595034.75,0.0,0.0,0
1h,1770559200.0,1.462,1.4682,1.4577,1.4617,1051431.47,0.0,0.0,0
1h,1770562800.0,1.4617,1.4638,1.4303,1.4403,2151375.44,0.0,0.0,0
1h,1770566400.0,1.4403,1.4459,1.4101,1.4186,4236661.1,0.0,0.0,0
1h,1770570000.0,1.4186,1.4358,1.4179,1.431,1191574.69,0.0,0.0,0
1h,1770573600.0,1.431,1.4528,1.4295,1.4393,1388552.78,0.0,0.0,0
1h,1770577200.0,1.4393,1.4513,1.4387,1.4501,1043406.58,0.0,0.0,0
1h,1770580800.0,1.4501,1.4501,1.434,1.4372,758280.1,0.0,0.0,0
1h,1770584400.0,1.4372,1.441,1.4242,1.4277,931425.39,0.0,0.0,0
1h,1770588000.0,1.4277,1.4369,1.4248,1.4351,1432549.42,0.0,0.0,0
1h,1770591600.0,1.4351,1.4629,1.4223,1.4309,3984209.26,0.0,0.0,0
1h,1770595200.0,1.4309,1.4417,1.4248,1.4332,1059735.96,0.0,0.0,0
1h,1770598800.0,1.4332,1.4449,1.4194,1.4243,2154774.15,0.0,0.0,0
1h,1770602400.0,1.4243,1.4545,1.4205,1.4418,1772294.83,0.0,0.0,0
1h,1770606000.0,1.4418,1.4543,1.4405,1.452,2072836.53,0.0,0.0,0
1h,1770609600.0,1.452,1.4527,1.4436,1.448,883787.97,0.0,0.0,0
1h,1770613200.0,1.448,1.4552,1.4412,1.4509,1425184.41,0.0,0.0,0
1h,1770616800.0,1.4509,1.4509,1.4279,1.4359,2637704.43,0.0,0.0,0
1h,1770620400.0,1.4359,1.4398,1.4216,1.4257,1890896.2,0.0,0.0,0
1h,1770624000.0,1.4257,1.4301,1.4016,1.4073,3546737.51,0.0,0.0,0
1h,1770627600.0,1.4073,1.4125,1.3939,1.3992,2180023.06,0.0,0.0,0
1h,1770631200.0,1.3992,1.4066,1.3726,1.383,3779480.04,0.0,0.0,0
1h,1770634800.0,1.383,1.3971,1.383,1.3933,2093065.21,0.0,0.0,0
1h,1770638400.0,1.3933,1.4147,1.3931,1.4084,2335114.61,0.0,0.0,0
1h,1770642000.0,1.4084,1.4124,1.3953,1.3957,1889522.65,0.0,0.0,0
1h,1770645600.0,1.3957,1.4383,1.3952,1.4307,5352487.51,0.0,0.0,0
1h,1770649200.0,1.4307,1.4497,1.4206,1.4462,3537642.63,0.0,0.0,0
1h,1770652800.0,1.4462,1.4643,1.4363,1.4515,2938422.98,0.0,0.0,0
1h,1770656400.0,1.4515,1.4563,1.4336,1.4505,3191627.42,0.0,0.0,0
1h,1770660000.0,1.4505,1.4592,1.437,1.4435,1734177.85,0.0,0.0,0
1h,1770663600.0,1.4435,1.4557,1.4415,1.453,1462705.74,0.0,0.0,0
1h,1770667200.0,1.453,1.4575,1.4441,1.4545,975421.09,0.0,0.0,0
1h,1770670800.0,1.4545,1.4587,1.4391,1.4511,1347432.64,0.0,0.0,0
1h,1770674400.0,1.4511,1.4523,1.4432,1.4444,970696.56,0.0,0.0,0
1h,1770678000.0,1.4444,1.4489,1.435,1.4368,946810.36,0.0,0.0,0
1h,1770681600.0,1.4368,1.4418,1.4338,1.4369,1077203.38,0.0,0.0,0
1h,1770685200.0,1.4369,1.4531,1.4364,1.4481,1122774.36,0.0,0.0,0
1h,1770688800.0,1.4481,1.4495,1.4429,1.4471,601007.0,0.0,0.0,0
1h,1770692400.0,1.4471,1.4508,1.4279,1.4351,1883411.76,0.0,0.0,0
1h,1770696000.0,1.4351,1.4523,1.4345,1.4475,2592669.6,0.0,0.0,0
1h,1770699600.0,1.4475,1.449,1.437,1.4421,1319742.52,0.0,0.0,0
1h,1770703200.0,1.4421,1.4423,1.4143,1.4203,2485213.12,0.0,0.0,0
1h,1770706800.0,1.4203,1.4283,1.42,1.4219,759129.24,0.0,0.0,0
1h,1770710400.0,1.4219,1.4328,1.4148,1.4294,686084.41,0.0,0.0,0
1h,1770714000.0,1.4294,1.4359,1.417,1.4212,1379723.28,0.0,0.0,0
1h,1770717600.0,1.4212,1.4237,1.4148,1.416,1216624.8,0.0,0.0,0
1h,1770721200.0,1.416,1.4197,1.4065,1.4081,2867543.59,0.0,0.0,0
1h,1770724800.0,1.4081,1.4138,1.4055,1.409,1371143.27,0.0,0.0,0
1h,1770728400.0,1.409,1.4173,1.4031,1.4152,1679543.81,0.0,0.0,0
1h,1770732000.0,1.4152,1.426,1.3933,1.4028,3666548.38,0.0,0.0,0
1h,1770735600.0,1.4028,1.414,1.3976,1.4071,1715882.96,0.0,0.0,0
1h,1770739200.0,1.4071,1.4204,1.3999,1.416,1108848.87,0.0,0.0,0
1h,1770742800.0,1.416,1.4293,1.4135,1.4248,1615819.39,0.0,0.0,0
1h,1770746400.0,1.4248,1.426,1.394,1.4022,1535354.32,0.0,0.0,0
1h,1770750000.0,1.4022,1.4095,1.3971,1.4009,871867.12,0.0,0.0,0
1h,1770753600.0,1.4009,1.4028,1.3924,1.3971,1202481.54,0.0,0.0,0
1h,1770757200.0,1.3971,1.4023,1.392,1.3938,867134.83,0.0,0.0,0
1h,1770760800.0,1.3938,1.405,1.3934,1.4,635633.69,0.0,0.0,0
1h,1770764400.0,1.4,1.4019,1.3953,1.4001,911794.04,0.0,0.0,0
1h,1770768000.0,1.4001,1.413,1.3991,1.4098,1669986.88,0.0,0.0,0
1h,1770771600.0,1.4098,1.4145,1.4066,1.4102,1250768.0,0.0,0.0,0
1h,1770775200.0,1.4102,1.4203,1.4097,1.41,1368994.24,0.0,0.0,0
1h,1770778800.0,1.41,1.4116,1.3943,1.4041,2423164.01,0.0,0.0,0
1h,1770782400.0,1.4041,1.4089,1.3801,1.3841,2772063.33,0.0,0.0,0
1h,1770786000.0,1.3841,1.3924,1.3742,1.3757,1952368.08,0.0,0.0,0
1h,1770789600.0,1.3757,1.3783,1.3581,1.3599,3909221.59,0.0,0.0,0
1h,1770793200.0,1.3599,1.3731,1.3583,1.3666,1504759.67,0.0,0.0,0
1h,1770796800.0,1.3666,1.3723,1.3609,1.367,1342830.6,0.0,0.0,0
1h,1770800400.0,1.367,1.3694,1.3566,1.3615,1404479.63,0.0,0.0,0
1h,1770804000.0,1.3615,1.3646,1.3554,1.3614,1427120.05,0.0,0.0,0
1h,1770807600.0,1.3614,1.3806,1.3609,1.379,3045516.39,0.0,0.0,0
1h,1770811200.0,1.379,1.3797,1.3709,1.3725,2427975.35,0.0,0.0,0
1h,1770814800.0,1.3725,1.3813,1.3604,1.3755,4901136.49,0.0,0.0,0
1h,1770818400.0,1.3755,1.4106,1.3583,1.3618,6406406.1,0.0,0.0,0
1h,1770822000.0,1.3618,1.3699,1.346,1.3541,5718660.69,0.0,0.0,0
1h,1770825600.0,1.3541,1.3697,1.3441,1.3452,3005466.71,0.0,0.0,0
1h,1770829200.0,1.3452,1.38,1.3422,1.3702,3226147.79,0.0,0.0,0
1h,1770832800.0,1.3702,1.386,1.3618,1.3783,2071417.12,0.0,0.0,0
1h,1770836400.0,1.3783,1.388,1.372,1.379,1373327.79,0.0,0.0,0
1h,1770840000.0,1.379,1.3865,1.375,1.3816,1292183.67,0.0,0.0,0
1h,1770843600.0,1.3816,1.3974,1.3794,1.3834,1811004.82,0.0,0.0,0
1h,1770847200.0,1.3834,1.3845,1.3698,1.3719,1115271.16,0.0,0.0,0
1h,1770850800.0,1.3719,1.373,1.3596,1.3697,1219245.9,0.0,0.0,0
1h,1770854400.0,1.3697,1.3847,1.3684,1.3774,2331019.77,0.0,0.0,0
1h,1770858000.0,1.3774,1.3867,1.3774,1.3811,1188141.36,0.0,0.0,0
1h,1770861600.0,1.3811,1.3856,1.3745,1.377,962397.75,0.0,0.0,0
1h,1770865200.0,1.377,1.3799,1.3711,1.3753,694820.16,0.0,0.0,0
1h,1770868800.0,1.3753,1.3807,1.3724,1.3755,820488.15,0.0,0.0,0
1h,1770872400.0,1.3755,1.3817,1.3727,1.3804,1491386.9,0.0,0.0,0
1h,1770876000.0,1.3804,1.3887,1.3782,1.3832,1074613.21,0.0,0.0,0
1h,1770879600.0,1.3832,1.3858,1.376,1.3819,1187425.15,0.0,0.0,0
1h,1770883200.0,1.3819,1.3848,1.3771,1.382,820042.18,0.0,0.0,0
1h,1770886800.0,1.382,1.3965,1.3803,1.396,2554502.7,0.0,0.0,0
1h,1770890400.0,1.396,1.4038,1.3891,1.4038,1290809.21,0.0,0.0,0
1h,1770894000.0,1.4038,1.4081,1.3936,1.4016,1907877.18,0.0,0.0,0
1h,1770897600.0,1.4016,1.403,1.3897,1.3928,1428786.69,0.0,0.0,0
1h,1770901200.0,1.3928,1.4025,1.3855,1.4015,1205115.83,0.0,0.0,0
1h,1770904800.0,1.4015,1.4026,1.3838,1.3891,1899663.05,0.0,0.0,0
1h,1770908400.0,1.3891,1.3966,1.3751,1.376,2406811.84,0.0,0.0,0
1h,1770912000.0,1.376,1.378,1.3464,1.3529,3064248.3,0.0,0.0,0
1h,1770915600.0,1.3529,1.3796,1.3462,1.3624,1984872.72,0.0,0.0,0
1h,1770919200.0,1.3624,1.3677,1.3522,1.3631,993815.04,0.0,0.0,0
1h,1770922800.0,1.3631,1.3764,1.3549,1.3645,1013826.93,0.0,0.0,0
1h,1770926400.0,1.3645,1.3666,1.3505,1.3521,1159084.28,0.0,0.0,0
1h,1770930000.0,1.3521,1.358,1.3489,1.3522,1312526.26,0.0,0.0,0
1h,1770933600.0,1.3522,1.3662,1.3503,1.3643,804033.13,0.0,0.0,0
1h,1770937200.0,1.3643,1.3705,1.3604,1.3634,1229866.59,0.0,0.0,0
1h,1770940800.0,1.3634,1.3684,1.3491,1.3536,1276269.44,0.0,0.0,0
1h,1770944400.0,1.3536,1.3627,1.3498,1.3577,911420.78,0.0,0.0,0
1h,1770948000.0,1.3577,1.3687,1.3571,1.3665,562083.95,0.0,0.0,0
1h,1770951600.0,1.3665,1.372,1.3621,1.3655,1250086.46,0.0,0.0,0
1h,1770955200.0,1.3655,1.3683,1.3578,1.3582,804095.12,0.0,0.0,0
1h,1770958800.0,1.3582,1.3609,1.3533,1.3533,673866.65,0.0,0.0,0
1h,1770962400.0,1.3533,1.3578,1.3485,1.357,1079442.88,0.0,0.0,0
1h,1770966000.0,1.357,1.3628,1.3496,1.354,846376.96,0.0,0.0,0
1h,1770969600.0,1.354,1.3693,1.3522,1.3673,914333.36,0.0,0.0,0
1h,1770973200.0,1.3673,1.371,1.3644,1.3684,1544485.24,0.0,0.0,0
1h,1770976800.0,1.3684,1.3728,1.365,1.3682,1517182.29,0.0,0.0,0
1h,1770980400.0,1.3682,1.3695,1.3608,1.368,1382462.2,0.0,0.0,0
1h,1770984000.0,1.368,1.368,1.3597,1.3647,1433575.04,0.0,0.0,0
1h,1770987600.0,1.3647,1.3828,1.3615,1.3766,2062382.58,0.0,0.0,0
1h,1770991200.0,1.3766,1.3941,1.3678,1.3852,3626074.34,0.0,0.0,0
1h,1770994800.0,1.3852,1.4219,1.3806,1.4047,4183252.24,0.0,0.0,0
1h,1770998400.0,1.4047,1.4283,1.3996,1.4167,4139446.67,0.0,0.0,0
1h,1771002000.0,1.4167,1.421,1.4075,1.4147,1698719.27,0.0,0.0,0
1h,1771005600.0,1.4147,1.4206,1.4062,1.4154,1337148.56,0.0,0.0,0
1h,1771009200.0,1.4154,1.4193,1.4083,1.4109,879591.07,0.0,0.0,0
1h,1771012800.0,1.4109,1.4144,1.4051,1.4131,765067.88,0.0,0.0,0
1h,1771016400.0,1.4131,1.4164,1.4068,1.4097,895467.25,0.0,0.0,0
1h,1771020000.0,1.4097,1.4099,1.3972,1.4032,668915.27,0.0,0.0,0
1h,1771023600.0,1.4032,1.4085,1.4019,1.4069,599275.62,0.0,0.0,0
1h,1771027200.0,1.4069,1.4168,1.405,1.4142,593239.87,0.0,0.0,0
1h,1771030800.0,1.4142,1.4181,1.4105,1.4124,497548.46,0.0,0.0,0
1h,1771034400.0,1.4124,1.4151,1.4101,1.4109,374050.88,0.0,0.0,0
1h,1771038000.0,1.4109,1.418,1.4104,1.4163,385080.44,0.0,0.0,0
1h,1771041600.0,1.4163,1.4195,1.4127,1.4127,400945.71,0.0,0.0,0
1h,1771045200.0,1.4127,1.4158,1.4081,1.4085,366866.41,0.0,0.0,0
1h,1771048800.0,1.4085,1.4149,1.4079,1.4143,301770.85,0.0,0.0,0
1h,1771052400.0,1.4143,1.4252,1.4119,1.4222,773760.51,0.0,0.0,0
1h,1771056000.0,1.4222,1.4492,1.4217,1.4471,2131178.33,0.0,0.0,0
1h,1771059600.0,1.4471,1.461,1.4463,1.452,2372395.24,0.0,0.0,0
1h,1771063200.0,1.452,1.4522,1.4411,1.4475,815472.96,0.0,0.0,0
1h,1771066800.0,1.4475,1.4736,1.4468,1.4718,2281318.17,0.0,0.0,0
1h,1771070400.0,1.4718,1.4771,1.4604,1.4644,1883525.26,0.0,0.0,0
1h,1771074000.0,1.4644,1.4696,1.4516,1.4573,1271161.16,0.0,0.0,0
1h,1771077600.0,1.4573,1.4747,1.4553,1.4713,1290881.31,0.0,0.0,0
1h,1771081200.0,1.4713,1.4735,1.4642,1.469,901437.36,0.0,0.0,0
1h,1771084800.0,1.469,1.4763,1.457,1.4749,862205.02,0.0,0.0,0
1h,1771088400.0,1.4749,1.48,1.4683,1.4735,942347.53,0.0,0.0,0
1h,1771092000.0,1.4735,1.493,1.4703,1.4882,1175456.74,0.0,0.0,0
1h,1771095600.0,1.4882,1.5005,1.4839,1.4979,998937.55,0.0,0.0,0
1h,1771099200.0,1.4979,1.5084,1.488,1.4954,1500789.86,0.0,0.0,0
1h,1771102800.0,1.4954,1.5047,1.4892,1.4978,990139.62,0.0,0.0,0
1h,1771106400.0,1.4978,1.505,1.4936,1.5009,589885.45,0.0,0.0,0
1h,1771110000.0,1.5009,1.5138,1.4992,1.5093,1414989.62,0.0,0.0,0
1h,1771113600.0,1.5093,1.5322,1.5061,1.522,2607739.22,0.0,0.0,0
1h,1771117200.0,1.522,1.5442,1.5154,1.5286,2568040.84,0.0,0.0,0
1h,1771120800.0,1.5286,1.5355,1.5167,1.5282,1733606.29,0.0,0.0,0
1h,1771124400.0,1.5282,1.5341,1.5057,1.5267,2006384.29,0.0,0.0,0
1h,1771128000.0,1.5267,1.56,1.525,1.5457,3733905.02,0.0,0.0,0
1h,1771131600.0,1.5457,1.5897,1.5454,1.5835,3283717.57,0.0,0.0,0
1h,1771135200.0,1.5835,1.5887,1.5725,1.5798,1940807.64,0.0,0.0,0
1h,1771138800.0,1.5798,1.65,1.5759,1.6497,4212066.57,0.0,0.0,0
1h,1771142400.0,1.6497,1.671,1.612,1.6163,9489698.51,0.0,0.0,0
1h,1771146000.0,1.6163,1.6231,1.5889,1.5902,3636584.72,0.0,0.0,0
1h,1771149600.0,1.5902,1.5973,1.5733,1.5853,5525270.75,0.0,0.0,0
1h,1771153200.0,1.5853,1.5953,1.5576,1.5622,2658038.59,0.0,0.0,0
1h,1771156800.0,1.5622,1.566,1.5199,1.5208,5403288.18,0.0,0.0,0
1h,1771160400.0,1.5208,1.5403,1.5116,1.5193,4712418.37,0.0,0.0,0
1h,1771164000.0,1.5193,1.5375,1.5152,1.5331,3539152.06,0.0,0.0,0
1h,1771167600.0,1.5331,1.5438,1.5215,1.5236,1808828.32,0.0,0.0,0
1h,1771171200.0,1.5236,1.5239,1.5073,1.5217,1669561.13,0.0,0.0,0
1h,1771174800.0,1.5217,1.5243,1.4822,1.494,3189608.88,0.0,0.0,0
1h,1771178400.0,1.494,1.4956,1.4648,1.4692,3632401.45,0.0,0.0,0
1h,1771182000.0,1.4692,1.4699,1.4478,1.4538,2857672.51,0.0,0.0,0
1h,1771185600.0,1.4538,1.4673,1.4452,1.462,2279338.29,0.0,0.0,0
1h,1771189200.0,1.462,1.4759,1.4615,1.4721,1991699.63,0.0,0.0,0
1h,1771192800.0,1.4721,1.4901,1.4685,1.4862,2681803.25,0.0,0.0,0
1h,1771196400.0,1.4862,1.4866,1.4583,1.4751,1964227.39,0.0,0.0,0
1h,1771200000.0,1.4751,1.487,1.4711,1.4788,2508921.11,0.0,0.0,0
1h,1771203600.0,1.4788,1.4831,1.465,1.4741,1468237.89,0.0,0.0,0
1h,1771207200.0,1.4741,1.4807,1.4541,1.4561,683781.94,0.0,0.0,0
1h,1771210800.0,1.4561,1.4627,1.4538,1.4616,747751.0,0.0,0.0,0
1h,1771214400.0,1.4616,1.4759,1.4601,1.4742,887086.29,0.0,0.0,0
1h,1771218000.0,1.4742,1.476,1.4485,1.456,1153846.86,0.0,0.0,0
1h,1771221600.0,1.456,1.4684,1.4544,1.4652,1155633.35,0.0,0.0,0
1h,1771225200.0,1.4652,1.4711,1.4578,1.4612,1104802.08,0.0,0.0,0
1h,1771228800.0,1.4612,1.4709,1.4612,1.4702,936503.99,0.0,0.0,0
1h,1771232400.0,1.4702,1.5141,1.469,1.5021,2544202.8,0.0,0.0,0
1h,1771236000.0,1.5021,1.5029,1.4835,1.4903,1208213.08,0.0,0.0,0
1h,1771239600.0,1.4903,1.4931,1.4685,1.4834,1354755.32,0.0,0.0,0
1h,1771243200.0,1.4834,1.508,1.48,1.5049,2444373.57,0.0,0.0,0
1h,1771246800.0,1.5049,1.5164,1.4807,1.4905,4455617.78,0.0,0.0,0
1h,1771250400.0,1.4905,1.5089,1.4846,1.4946,2629856.17,0.0,0.0,0
1h,1771254000.0,1.4946,1.5031,1.4615,1.4739,3567491.62,0.0,0.0,0
1h,1771257600.0,1.4739,1.4947,1.4725,1.4873,1838838.93,0.0,0.0,0
1h,1771261200.0,1.4873,1.4931,1.4813,1.4831,1683226.16,0.0,0.0,0
1h,1771264800.0,1.4831,1.4869,1.4711,1.4719,685979.63,0.0,0.0,0
1h,1771268400.0,1.4719,1.4822,1.4718,1.4753,692761.79,0.0,0.0,0
1h,1771272000.0,1.4753,1.4889,1.4685,1.4859,1233995.63,0.0,0.0,0
1h,1771275600.0,1.4859,1.4935,1.4809,1.4914,632420.47,0.0,0.0,0
1h,1771279200.0,1.4914,1.4938,1.4817,1.4837,982790.11,0.0,0.0,0
1h,1771282800.0,1.4837,1.4904,1.482,1.4875,544006.15,0.0,0.0,0
1h,1771286400.0,1.4875,1.4909,1.4818,1.4836,687237.97,0.0,0.0,0
1h,1771290000.0,1.4836,1.4917,1.4789,1.4794,768793.45,0.0,0.0,0
1h,1771293600.0,1.4794,1.4934,1.473,1.4872,1374406.75,0.0,0.0,0
1h,1771297200.0,1.4872,1.4898,1.4825,1.4829,681567.67,0.0,0.0,0
1h,1771300800.0,1.4829,1.4889,1.4746,1.4864,645953.43,0.0,0.0,0
1h,1771304400.0,1.4864,1.4879,1.4708,1.4757,715002.43,0.0,0.0,0
1h,1771308000.0,1.4757,1.4807,1.4742,1.4789,464463.29,0.0,0.0,0
1h,1771311600.0,1.4789,1.4789,1.4694,1.4732,497137.33,0.0,0.0,0
1h,1771315200.0,1.4732,1.4769,1.4639,1.4667,846802.09,0.0,0.0,0
1h,1771318800.0,1.4667,1.4672,1.4538,1.4613,1145909.33,0.0,0.0,0
1h,1771322400.0,1.4613,1.4624,1.4514,1.4555,647023.39,0.0,0.0,0
1h,1771326000.0,1.4555,1.4599,1.45,1.4527,1210482.35,0.0,0.0,0
1h,1771329600.0,1.4527,1.4629,1.452,1.4567,970765.15,0.0,0.0,0
1h,1771333200.0,1.4567,1.4634,1.4517,1.4579,1217517.57,0.0,0.0,0
