timeframe,open_time,open,high,low,close,volume
15m,1776902400.0,1.4286,1.43,1.4212,1.422,4472652.1
15m,1776903300.0,1.422,1.4306,1.415,1.4276,7990928.4
15m,1776904200.0,1.4276,1.4305,1.426,1.4278,1659956.3
15m,1776905100.0,1.4278,1.4296,1.4255,1.4284,1916245.7
15m,1776906000.0,1.4284,1.429,1.4248,1.4254,1068729.1
15m,1776906900.0,1.4254,1.4257,1.4206,1.4206,2138341.8
15m,1776907800.0,1.4206,1.4264,1.4197,1.425,1096115.4
15m,1776908700.0,1.425,1.4267,1.4241,1.425,511407.6
15m,1776909600.0,1.425,1.4253,1.4221,1.4221,978928.8
15m,1776910500.0,1.4221,1.4241,1.4177,1.4187,2590656.1
15m,1776911400.0,1.4187,1.419,1.4143,1.4163,2719607.0
15m,1776912300.0,1.4163,1.4194,1.4157,1.418,1468243.9
15m,1776913200.0,1.418,1.4211,1.4145,1.4149,2167638.7
15m,1776914100.0,1.4149,1.4158,1.4135,1.4143,1510308.1
15m,1776915000.0,1.4143,1.4143,1.4103,1.4136,2599093.9
15m,1776915900.0,1.4136,1.4153,1.4121,1.4152,1368673.2
15m,1776916800.0,1.4152,1.4181,1.4143,1.4175,1864495.6
15m,1776917700.0,1.4175,1.4175,1.4152,1.4157,921097.5
15m,1776918600.0,1.4157,1.4185,1.4157,1.4166,754161.2
15m,1776919500.0,1.4166,1.4175,1.4152,1.4164,1365067.1
15m,1776920400.0,1.4164,1.419,1.4164,1.4179,1507325.5
15m,1776921300.0,1.4179,1.4181,1.416,1.4164,784042.2
15m,1776922200.0,1.4164,1.4167,1.4141,1.4167,1422654.4
15m,1776923100.0,1.4167,1.4197,1.4164,1.4189,1253828.4
15m,1776924000.0,1.4189,1.4228,1.4189,1.4219,2677551.6
15m,1776924900.0,1.4219,1.4238,1.4211,1.4232,3601781.8
15m,1776925800.0,1.4232,1.4241,1.4216,1.4219,707081.2
15m,1776926700.0,1.4219,1.4231,1.4203,1.4228,653188.5
15m,1776927600.0,1.4228,1.4232,1.4206,1.4208,566195.3
15m,1776928500.0,1.4208,1.4224,1.42,1.4213,852092.8
15m,1776929400.0,1.4213,1.4221,1.4198,1.4217,834573.0
15m,1776930300.0,1.4217,1.4222,1.4188,1.42,1228331.0
15m,1776931200.0,1.42,1.4203,1.4172,1.4189,1058061.6
15m,1776932100.0,1.4189,1.4193,1.4155,1.4169,1369169.8
15m,1776933000.0,1.4169,1.4169,1.4142,1.4142,1186232.8
15m,1776933900.0,1.4142,1.418,1.4142,1.4172,776096.8
15m,1776934800.0,1.4172,1.4178,1.4108,1.4125,2370014.0
15m,1776935700.0,1.4125,1.4157,1.4125,1.4145,947093.2
15m,1776936600.0,1.4145,1.4156,1.4138,1.4149,529587.3
15m,1776937500.0,1.4149,1.4151,1.4115,1.414,1541793.0
15m,1776938400.0,1.414,1.4151,1.4075,1.4082,5283986.8
15m,1776939300.0,1.4082,1.4108,1.4082,1.4101,1692927.6
15m,1776940200.0,1.4101,1.4109,1.4094,1.4097,354496.1
15m,1776941100.0,1.4097,1.4106,1.4084,1.4099,809488.2
15m,1776942000.0,1.4099,1.412,1.4099,1.4114,1023704.8
15m,1776942900.0,1.4114,1.4132,1.4107,1.4123,1201475.7
15m,1776943800.0,1.4123,1.4141,1.4113,1.414,1193532.6
15m,1776944700.0,1.414,1.4167,1.414,1.4154,2775300.2
15m,1776945600.0,1.4154,1.4179,1.4147,1.4169,1665751.2
15m,1776946500.0,1.4169,1.4172,1.4145,1.4169,2225908.6
15m,1776947400.0,1.4169,1.4201,1.4166,1.4185,1151953.2
15m,1776948300.0,1.4185,1.4196,1.4143,1.4179,2941374.0
15m,1776949200.0,1.4179,1.4193,1.4152,1.4159,1694347.8
15m,1776950100.0,1.4159,1.4168,1.4138,1.4146,1124189.8
15m,1776951000.0,1.4146,1.4167,1.4143,1.4154,1099642.4
15m,1776951900.0,1.4154,1.4195,1.4134,1.4157,7145306.5
15m,1776952800.0,1.4157,1.4172,1.4133,1.4156,809792.7
15m,1776953700.0,1.4156,1.4205,1.4149,1.4177,1344936.5
15m,1776954600.0,1.4177,1.4273,1.4177,1.4245,9606277.3
15m,1776955500.0,1.4245,1.4295,1.4242,1.4293,3339308.6
15m,1776956400.0,1.4293,1.4304,1.4255,1.4257,1678591.1
15m,1776957300.0,1.4257,1.4363,1.425,1.4317,4013832.2
15m,1776958200.0,1.4317,1.4335,1.4303,1.4315,1451299.6
15m,1776959100.0,1.4315,1.4323,1.429,1.4311,2479589.1
15m,1776960000.0,1.4311,1.4321,1.4282,1.4286,1587975.6
15m,1776960900.0,1.4286,1.432,1.4279,1.4296,2132383.7
15m,1776961800.0,1.4296,1.4328,1.4291,1.4305,1893943.2
15m,1776962700.0,1.4305,1.4324,1.4271,1.4291,2727554.5
15m,1776963600.0,1.4291,1.4324,1.4255,1.4322,7924727.5
15m,1776964500.0,1.4322,1.4359,1.429,1.4291,4320009.1
15m,1776965400.0,1.4291,1.436,1.4215,1.4235,8496120.3
15m,1776966300.0,1.4235,1.4358,1.4204,1.4345,8896898.1
15m,1776967200.0,1.4345,1.4399,1.4317,1.4369,4889485.5
15m,1776968100.0,1.4369,1.4407,1.4323,1.433,2676163.0
15m,1776969000.0,1.433,1.4393,1.433,1.4381,1469309.3
15m,1776969900.0,1.4381,1.4384,1.4304,1.4304,1838014.8
15m,1776970800.0,1.4304,1.4319,1.4268,1.4296,1590244.2
15m,1776971700.0,1.4296,1.4332,1.4296,1.4311,1191267.2
15m,1776972600.0,1.4311,1.4323,1.4261,1.428,826120.8
15m,1776973500.0,1.428,1.4324,1.427,1.4288,2388128.8
15m,1776974400.0,1.4288,1.4342,1.4285,1.4292,2264563.1
15m,1776975300.0,1.4292,1.4327,1.4266,1.4312,2266973.1
15m,1776976200.0,1.4312,1.4365,1.4302,1.436,1656389.2
15m,1776977100.0,1.436,1.4365,1.4313,1.4323,1094129.0
15m,1776978000.0,1.4323,1.4336,1.4303,1.4306,949949.8
15m,1776978900.0,1.4306,1.4331,1.4298,1.4331,693824.8
15m,1776979800.0,1.4331,1.4374,1.4331,1.4366,737768.5
15m,1776980700.0,1.4366,1.4375,1.4323,1.4326,1058437.4
15m,1776981600.0,1.4326,1.4364,1.4325,1.4351,1156710.5
15m,1776982500.0,1.4351,1.4383,1.4347,1.4364,799928.9
15m,1776983400.0,1.4364,1.4379,1.436,1.4375,423648.5
15m,1776984300.0,1.4375,1.4391,1.4353,1.4353,889821.1
15m,1776985200.0,1.4353,1.4365,1.4324,1.4329,716116.2
15m,1776986100.0,1.4329,1.4352,1.4315,1.4341,660095.3
15m,1776987000.0,1.4341,1.4372,1.4341,1.4371,598708.6
15m,1776987900.0,1.4371,1.4397,1.437,1.438,1118110.3
15m,1776988800.0,1.438,1.4396,1.4369,1.4373,881710.7
15m,1776989700.0,1.4373,1.44,1.4372,1.4382,1348007.3
15m,1776990600.0,1.4382,1.4396,1.4381,1.4382,614713.8
15m,1776991500.0,1.4382,1.4398,1.4381,1.4398,742979.5
15m,1776992400.0,1.4398,1.4399,1.4342,1.4355,1291657.6
15m,1776993300.0,1.4355,1.4358,1.4328,1.433,865535.9
15m,1776994200.0,1.433,1.4368,1.4309,1.4354,1602716.1
15m,1776995100.0,1.4354,1.4441,1.4354,1.4436,2850223.8
15m,1776996000.0,1.4436,1.4449,1.4397,1.4406,1826180.9
15m,1776996900.0,1.4406,1.4414,1.4372,1.4374,604570.4
15m,1776997800.0,1.4374,1.4399,1.4371,1.4388,525062.8
15m,1776998700.0,1.4388,1.4405,1.436,1.4367,711444.8
15m,1776999600.0,1.4367,1.438,1.4352,1.4366,858909.2
15m,1777000500.0,1.4366,1.4367,1.4298,1.4305,1785208.2
15m,1777001400.0,1.4305,1.4311,1.4275,1.4286,1630870.6
15m,1777002300.0,1.4286,1.4305,1.4285,1.4301,720403.7
15m,1777003200.0,1.4301,1.4303,1.4267,1.4287,3987726.8
15m,1777004100.0,1.4287,1.4299,1.4208,1.4262,12360553.0
15m,1777005000.0,1.4262,1.4286,1.4251,1.4276,2306176.7
15m,1777005900.0,1.4276,1.4298,1.4275,1.4281,609105.6
15m,1777006800.0,1.4281,1.4281,1.4257,1.426,898397.0
15m,1777007700.0,1.426,1.4279,1.4249,1.4274,1066386.0
15m,1777008600.0,1.4274,1.4294,1.4273,1.4287,1012819.7
15m,1777009500.0,1.4287,1.4327,1.4287,1.4319,2307968.2
15m,1777010400.0,1.4319,1.4325,1.4291,1.431,1643758.9
15m,1777011300.0,1.431,1.4318,1.4301,1.4313,609150.4
15m,1777012200.0,1.4313,1.432,1.4294,1.4294,650176.9
15m,1777013100.0,1.4294,1.4312,1.4291,1.4291,405716.7
15m,1777014000.0,1.4291,1.432,1.4287,1.4303,763729.0
15m,1777014900.0,1.4303,1.4304,1.4276,1.4286,730007.2
15m,1777015800.0,1.4286,1.4299,1.4278,1.4288,980268.6
15m,1777016700.0,1.4288,1.432,1.4288,1.4319,817266.1
15m,1777017600.0,1.4319,1.4324,1.4302,1.4302,624783.8
15m,1777018500.0,1.4302,1.4358,1.4302,1.4341,2880857.2
15m,1777019400.0,1.4341,1.4344,1.4287,1.4291,1067472.5
15m,1777020300.0,1.4291,1.4318,1.429,1.4307,775639.4
15m,1777021200.0,1.4307,1.4311,1.4241,1.4253,2254060.9
15m,1777022100.0,1.4253,1.4272,1.4245,1.4248,1723523.6
15m,1777023000.0,1.4248,1.4271,1.4245,1.4271,455713.4
15m,1777023900.0,1.4271,1.4271,1.424,1.4249,923880.9
15m,1777024800.0,1.4249,1.425,1.4231,1.4242,1711640.7
15m,1777025700.0,1.4242,1.4295,1.424,1.4286,1106113.2
15m,1777026600.0,1.4286,1.4288,1.4266,1.4277,516954.3
15m,1777027500.0,1.4277,1.432,1.4269,1.4309,1303564.5
15m,1777028400.0,1.4309,1.4386,1.4309,1.436,4956525.7
15m,1777029300.0,1.436,1.4388,1.4346,1.4388,2454121.1
15m,1777030200.0,1.4388,1.4398,1.4373,1.438,1141728.2
15m,1777031100.0,1.438,1.438,1.4356,1.4378,1464174.1
15m,1777032000.0,1.4378,1.4411,1.4359,1.4396,3446886.1
15m,1777032900.0,1.4396,1.44,1.4352,1.4358,1500931.5
15m,1777033800.0,1.4358,1.4361,1.4335,1.4342,841312.4
15m,1777034700.0,1.4342,1.4359,1.4321,1.4341,1017616.6
15m,1777035600.0,1.4341,1.4438,1.4341,1.4405,4507233.3
15m,1777036500.0,1.4405,1.4422,1.4366,1.4381,2913331.0
15m,1777037400.0,1.4381,1.4388,1.434,1.437,2021115.2
15m,1777038300.0,1.437,1.4375,1.4326,1.435,1494580.0
15m,1777039200.0,1.435,1.4358,1.4307,1.4316,2638643.1
15m,1777040100.0,1.4316,1.4345,1.4272,1.4287,2920351.6
15m,1777041000.0,1.4287,1.4382,1.4285,1.4357,3839371.9
15m,1777041900.0,1.4357,1.4375,1.4324,1.4328,2126478.4
15m,1777042800.0,1.4328,1.4334,1.428,1.4312,2232353.6
15m,1777043700.0,1.4312,1.4372,1.4296,1.437,1577651.6
15m,1777044600.0,1.437,1.4436,1.4365,1.4423,2469208.8
15m,1777045500.0,1.4423,1.4478,1.4423,1.4475,8512581.4
15m,1777046400.0,1.4475,1.4501,1.4424,1.4427,3502124.9
15m,1777047300.0,1.4427,1.443,1.4396,1.442,1978581.0
15m,1777048200.0,1.442,1.4432,1.4368,1.4393,1217209.1
15m,1777049100.0,1.4393,1.4412,1.4373,1.4398,1190008.3
15m,1777050000.0,1.4398,1.4419,1.4393,1.441,1332043.1
15m,1777050900.0,1.441,1.441,1.4373,1.4395,857964.8
15m,1777051800.0,1.4395,1.4395,1.435,1.4372,1150979.3
15m,1777052700.0,1.4372,1.442,1.4363,1.4403,1549161.3
15m,1777053600.0,1.4403,1.4412,1.4365,1.4366,742978.8
15m,1777054500.0,1.4366,1.4371,1.4328,1.4361,1112145.4
15m,1777055400.0,1.4361,1.4388,1.4359,1.4381,658381.3
15m,1777056300.0,1.4381,1.4385,1.4368,1.4381,257508.7
15m,1777057200.0,1.4381,1.4414,1.4375,1.4376,696484.3
15m,1777058100.0,1.4376,1.4386,1.4362,1.4365,422060.1
15m,1777059000.0,1.4365,1.4399,1.4358,1.439,432229.5
15m,1777059900.0,1.439,1.4403,1.438,1.4386,713541.3
15m,1777060800.0,1.4386,1.4387,1.4363,1.4369,1069891.8
15m,1777061700.0,1.4369,1.4372,1.4339,1.4354,1296372.6
15m,1777062600.0,1.4354,1.4402,1.4352,1.4387,1155389.9
15m,1777063500.0,1.4387,1.4412,1.4387,1.4396,698836.8
15m,1777064400.0,1.4396,1.4424,1.4366,1.4375,1411774.2
15m,1777065300.0,1.4375,1.4384,1.4367,1.4372,629539.7
15m,1777066200.0,1.4372,1.4381,1.4359,1.4371,1002308.7
15m,1777067100.0,1.4371,1.4383,1.4362,1.4369,532222.3
15m,1777068000.0,1.4369,1.4373,1.4356,1.4366,458990.8
15m,1777068900.0,1.4366,1.4367,1.4349,1.435,480393.3
15m,1777069800.0,1.435,1.4351,1.4284,1.4313,1628884.9
15m,1777070700.0,1.4313,1.4324,1.4295,1.4308,3167555.7
15m,1777071600.0,1.4308,1.4327,1.4307,1.4324,430415.0
15m,1777072500.0,1.4324,1.4328,1.4314,1.4322,354379.7
15m,1777073400.0,1.4322,1.4327,1.4311,1.4313,384863.6
15m,1777074300.0,1.4313,1.433,1.431,1.4325,289983.8
15m,1777075200.0,1.4325,1.4338,1.4316,1.432,431488.8
15m,1777076100.0,1.432,1.4333,1.4315,1.4316,371333.7
15m,1777077000.0,1.4316,1.4333,1.4309,1.4309,999340.6
15m,1777077900.0,1.4309,1.433,1.4309,1.4326,459970.8
15m,1777078800.0,1.4326,1.4339,1.4325,1.4338,385455.7
15m,1777079700.0,1.4338,1.4356,1.4327,1.4345,581643.5
15m,1777080600.0,1.4345,1.4358,1.4337,1.435,466107.7
15m,1777081500.0,1.435,1.4363,1.4349,1.4352,256664.5
15m,1777082400.0,1.4352,1.4363,1.4337,1.4344,766928.9
15m,1777083300.0,1.4344,1.4366,1.4339,1.4362,397544.0
15m,1777084200.0,1.4362,1.437,1.433,1.4332,813008.8
15m,1777085100.0,1.4332,1.4334,1.4325,1.4327,339005.5
15m,1777086000.0,1.4327,1.4347,1.4319,1.433,1013709.8
15m,1777086900.0,1.433,1.4339,1.4319,1.4324,335373.1
15m,1777087800.0,1.4324,1.4347,1.4321,1.4346,474751.4
15m,1777088700.0,1.4346,1.4362,1.4345,1.4358,468015.2
15m,1777089600.0,1.4358,1.4364,1.4347,1.4355,282238.6
15m,1777090500.0,1.4355,1.4356,1.4342,1.4342,161568.8
15m,1777091400.0,1.4342,1.4343,1.4328,1.4329,187321.3
15m,1777092300.0,1.4329,1.4336,1.4327,1.4332,359619.7
15m,1777093200.0,1.4332,1.4332,1.4308,1.4312,783191.2
15m,1777094100.0,1.4312,1.4323,1.4305,1.4316,396620.6
15m,1777095000.0,1.4316,1.4328,1.4312,1.432,223631.8
15m,1777095900.0,1.432,1.4327,1.4311,1.4315,603918.9
15m,1777096800.0,1.4315,1.4329,1.4315,1.4328,295850.4
15m,1777097700.0,1.4328,1.4328,1.43,1.4308,735600.0
15m,1777098600.0,1.4308,1.4329,1.4308,1.4323,557598.7
15m,1777099500.0,1.4323,1.4341,1.4318,1.4318,498051.3
15m,1777100400.0,1.4318,1.4318,1.4302,1.4314,529013.6
15m,1777101300.0,1.4314,1.4325,1.4313,1.4325,141531.4
15m,1777102200.0,1.4325,1.434,1.4323,1.4331,730060.5
15m,1777103100.0,1.4331,1.4339,1.4323,1.4325,379828.5
15m,1777104000.0,1.4325,1.4327,1.4316,1.4319,348397.7
15m,1777104900.0,1.4319,1.4332,1.4315,1.4331,687737.4
15m,1777105800.0,1.4331,1.4343,1.433,1.434,407869.6
15m,1777106700.0,1.434,1.4342,1.4335,1.4338,262941.8
15m,1777107600.0,1.4338,1.434,1.4328,1.4332,341312.5
15m,1777108500.0,1.4332,1.4337,1.4321,1.4322,288347.3
15m,1777109400.0,1.4322,1.4356,1.4321,1.435,591364.3
15m,1777110300.0,1.435,1.4359,1.4344,1.4345,536129.5
15m,1777111200.0,1.4345,1.4351,1.4338,1.4342,276748.4
15m,1777112100.0,1.4342,1.4357,1.4339,1.4348,276773.6
15m,1777113000.0,1.4348,1.4357,1.4337,1.4342,356402.9
15m,1777113900.0,1.4342,1.4347,1.4341,1.4346,244972.2
15m,1777114800.0,1.4346,1.4347,1.4323,1.4323,538111.1
15m,1777115700.0,1.4323,1.4324,1.4294,1.4303,1303505.3
15m,1777116600.0,1.4303,1.4306,1.4297,1.4297,784789.1
15m,1777117500.0,1.4297,1.4304,1.4285,1.43,992262.2
15m,1777118400.0,1.43,1.43,1.4277,1.4299,1135093.9
15m,1777119300.0,1.4299,1.4309,1.429,1.4291,663862.1
15m,1777120200.0,1.4291,1.4298,1.4273,1.4281,1275279.4
15m,1777121100.0,1.4281,1.4299,1.428,1.4285,468368.3
15m,1777122000.0,1.4285,1.4295,1.4277,1.4293,510613.5
15m,1777122900.0,1.4293,1.4308,1.4286,1.4301,775608.6
15m,1777123800.0,1.4301,1.4317,1.4298,1.4312,364382.2
15m,1777124700.0,1.4312,1.4313,1.4301,1.4302,436927.1
15m,1777125600.0,1.4302,1.4307,1.4285,1.4296,569761.2
15m,1777126500.0,1.4296,1.4303,1.4284,1.4298,315942.0
15m,1777127400.0,1.4298,1.431,1.4297,1.4299,716471.4
15m,1777128300.0,1.4299,1.4303,1.4283,1.4284,573498.9
15m,1777129200.0,1.4284,1.43,1.4279,1.4294,445053.8
15m,1777130100.0,1.4294,1.4304,1.4294,1.4303,244192.5
15m,1777131000.0,1.4303,1.4305,1.4292,1.4297,468413.6
15m,1777131900.0,1.4297,1.4297,1.4235,1.4248,4404005.5
15m,1777132800.0,1.4248,1.4273,1.4244,1.4269,1316799.5
15m,1777133700.0,1.4269,1.427,1.4241,1.4253,711148.7
15m,1777134600.0,1.4253,1.4255,1.4193,1.4227,3428744.3
15m,1777135500.0,1.4227,1.424,1.422,1.4234,910313.5
15m,1777136400.0,1.4234,1.424,1.4221,1.4223,720672.4
15m,1777137300.0,1.4223,1.4237,1.4191,1.4196,1326493.1
15m,1777138200.0,1.4196,1.4202,1.4181,1.4196,1249967.6
15m,1777139100.0,1.4196,1.4203,1.4188,1.4192,1540136.6
15m,1777140000.0,1.4192,1.4207,1.4186,1.4195,827277.4
15m,1777140900.0,1.4195,1.4209,1.4195,1.4209,566441.7
15m,1777141800.0,1.4209,1.422,1.4208,1.421,802023.6
15m,1777142700.0,1.421,1.4219,1.4203,1.4203,277056.2
15m,1777143600.0,1.4203,1.4207,1.419,1.4197,543257.7
15m,1777144500.0,1.4197,1.4207,1.4183,1.4184,300068.3
15m,1777145400.0,1.4184,1.419,1.4182,1.4184,650634.8
15m,1777146300.0,1.4184,1.4202,1.4183,1.4196,290673.0
15m,1777147200.0,1.4196,1.42,1.4179,1.4191,778741.4
15m,1777148100.0,1.4191,1.4204,1.4191,1.4204,198127.0
15m,1777149000.0,1.4204,1.4204,1.4196,1.4197,227859.1
15m,1777149900.0,1.4197,1.4213,1.4196,1.4212,516776.9
15m,1777150800.0,1.4212,1.4227,1.4211,1.422,815171.3
15m,1777151700.0,1.422,1.4225,1.4213,1.4218,369184.1
15m,1777152600.0,1.4218,1.4219,1.4209,1.4218,433773.7
15m,1777153500.0,1.4218,1.4221,1.4209,1.4221,247216.2
15m,1777154400.0,1.4221,1.4227,1.4214,1.4219,328626.4
15m,1777155300.0,1.4219,1.4231,1.4218,1.4227,199883.5
15m,1777156200.0,1.4227,1.425,1.4227,1.4247,2382980.5
15m,1777157100.0,1.4247,1.4247,1.4226,1.4228,3816034.9
15m,1777158000.0,1.4228,1.4232,1.4219,1.4229,552122.8
15m,1777158900.0,1.4229,1.4231,1.4221,1.4227,243240.5
15m,1777159800.0,1.4227,1.4248,1.4216,1.4235,957383.9
15m,1777160700.0,1.4235,1.4239,1.4227,1.4233,393589.4
15m,1777161600.0,1.4233,1.4235,1.4215,1.4215,704288.0
15m,1777162500.0,1.4215,1.4216,1.4206,1.4208,388742.8
15m,1777163400.0,1.4208,1.4222,1.4202,1.4219,453082.3
15m,1777164300.0,1.4219,1.4219,1.4191,1.4202,1147059.1
15m,1777165200.0,1.4202,1.4207,1.4195,1.4204,321441.9
15m,1777166100.0,1.4204,1.4211,1.4196,1.4197,385741.5
15m,1777167000.0,1.4197,1.4209,1.4195,1.42,353995.3
15m,1777167900.0,1.42,1.42,1.4174,1.4186,2157691.3
15m,1777168800.0,1.4186,1.421,1.4184,1.4209,286181.1
15m,1777169700.0,1.4209,1.4213,1.4206,1.4211,427719.3
15m,1777170600.0,1.4211,1.4219,1.4203,1.4205,253193.2
15m,1777171500.0,1.4205,1.4214,1.4198,1.4211,670485.4
15m,1777172400.0,1.4211,1.4223,1.4203,1.4222,320523.6
15m,1777173300.0,1.4222,1.4232,1.4213,1.4213,722999.7
15m,1777174200.0,1.4213,1.4213,1.4172,1.418,1325537.4
15m,1777175100.0,1.418,1.4183,1.4175,1.418,489978.6
15m,1777176000.0,1.418,1.4201,1.4178,1.419,876199.9
15m,1777176900.0,1.419,1.4198,1.4182,1.4183,156148.2
15m,1777177800.0,1.4183,1.4199,1.4177,1.4196,650558.4
15m,1777178700.0,1.4196,1.4232,1.419,1.4213,1163642.0
15m,1777179600.0,1.4213,1.4267,1.4206,1.4261,2387713.7
15m,1777180500.0,1.4261,1.4286,1.4261,1.4266,2485483.3
15m,1777181400.0,1.4266,1.4278,1.4249,1.4251,623290.8
15m,1777182300.0,1.4251,1.4262,1.4239,1.4247,609471.3
15m,1777183200.0,1.4247,1.4269,1.4247,1.4264,538899.6
15m,1777184100.0,1.4264,1.4266,1.4247,1.4256,295492.3
15m,1777185000.0,1.4256,1.4275,1.4253,1.427,230083.5
15m,1777185900.0,1.427,1.4273,1.4248,1.4266,377723.9
15m,1777186800.0,1.4266,1.4278,1.4259,1.4274,529969.9
15m,1777187700.0,1.4274,1.4282,1.4269,1.4272,286752.6
15m,1777188600.0,1.4272,1.4273,1.4248,1.4256,3037340.6
15m,1777189500.0,1.4256,1.4283,1.4256,1.4279,560706.1
15m,1777190400.0,1.4279,1.4287,1.4263,1.427,816323.1
15m,1777191300.0,1.427,1.4271,1.4251,1.4258,473328.5
15m,1777192200.0,1.4258,1.4288,1.4257,1.4266,652199.2
15m,1777193100.0,1.4266,1.4272,1.4254,1.4257,549770.9
15m,1777194000.0,1.4257,1.426,1.4248,1.4257,485757.4
15m,1777194900.0,1.4257,1.4271,1.4247,1.427,495882.3
15m,1777195800.0,1.427,1.4273,1.426,1.4268,382272.9
15m,1777196700.0,1.4268,1.4278,1.4268,1.4276,510675.3
15m,1777197600.0,1.4276,1.4281,1.4258,1.4276,663074.6
15m,1777198500.0,1.4276,1.4282,1.4271,1.4271,318034.7
15m,1777199400.0,1.4271,1.4273,1.4265,1.4266,456065.5
15m,1777200300.0,1.4266,1.4271,1.4259,1.4269,220175.9
15m,1777201200.0,1.4269,1.428,1.4269,1.4275,441261.2
15m,1777202100.0,1.4275,1.4312,1.4275,1.4308,1483039.2
15m,1777203000.0,1.4308,1.4311,1.4291,1.4298,825415.1
15m,1777203900.0,1.4298,1.4309,1.4289,1.4297,451520.9
15m,1777204800.0,1.4297,1.4308,1.4283,1.4286,461931.2
15m,1777205700.0,1.4286,1.4291,1.4239,1.4262,4490450.8
15m,1777206600.0,1.4262,1.4263,1.4239,1.4259,2194176.9
15m,1777207500.0,1.4259,1.4259,1.4229,1.424,1986654.1
15m,1777208400.0,1.424,1.4252,1.4224,1.4247,917672.5
15m,1777209300.0,1.4247,1.4249,1.4226,1.4238,771756.1
15m,1777210200.0,1.4238,1.4246,1.4228,1.4238,677209.5
15m,1777211100.0,1.4238,1.4239,1.4221,1.4235,438976.9
15m,1777212000.0,1.4235,1.4251,1.4226,1.4249,512304.4
15m,1777212900.0,1.4249,1.4293,1.4244,1.4275,2545503.3
15m,1777213800.0,1.4275,1.4291,1.4266,1.4278,665957.4
15m,1777214700.0,1.4278,1.4285,1.4262,1.4264,490455.0
15m,1777215600.0,1.4264,1.4269,1.4253,1.4257,528533.0
15m,1777216500.0,1.4257,1.4282,1.4254,1.4281,604801.2
15m,1777217400.0,1.4281,1.4285,1.4269,1.4275,626060.3
15m,1777218300.0,1.4275,1.4285,1.4263,1.4284,759343.0
15m,1777219200.0,1.4284,1.4286,1.4264,1.4264,364654.1
15m,1777220100.0,1.4264,1.4268,1.4255,1.4261,458790.7
15m,1777221000.0,1.4261,1.4276,1.4253,1.4256,309541.2
15m,1777221900.0,1.4256,1.4257,1.4243,1.4244,625539.7
15m,1777222800.0,1.4244,1.425,1.421,1.4246,1744543.9
15m,1777223700.0,1.4246,1.4258,1.4241,1.425,491589.1
15m,1777224600.0,1.425,1.425,1.423,1.4245,279141.3
15m,1777225500.0,1.4245,1.4252,1.4239,1.4239,466678.2
15m,1777226400.0,1.4239,1.4276,1.4221,1.4264,1186702.2
15m,1777227300.0,1.4264,1.4294,1.4263,1.4272,1894359.2
15m,1777228200.0,1.4272,1.4276,1.426,1.427,1148907.6
15m,1777229100.0,1.427,1.4286,1.427,1.4283,431851.4
15m,1777230000.0,1.4283,1.4306,1.4273,1.4299,2164824.9
15m,1777230900.0,1.4299,1.4355,1.4291,1.4301,7803748.8
15m,1777231800.0,1.4301,1.431,1.429,1.4301,541275.6
15m,1777232700.0,1.4301,1.4312,1.4293,1.4293,459353.0
15m,1777233600.0,1.4293,1.4308,1.4286,1.4289,512724.9
15m,1777234500.0,1.4289,1.4303,1.4285,1.43,461293.7
15m,1777235400.0,1.43,1.4321,1.4278,1.4279,969451.1
15m,1777236300.0,1.4279,1.4286,1.4265,1.4266,362183.2
15m,1777237200.0,1.4266,1.4288,1.4266,1.4278,2068469.6
15m,1777238100.0,1.4278,1.4294,1.4276,1.4279,439102.1
15m,1777239000.0,1.4279,1.4279,1.4212,1.4223,2358575.8
15m,1777239900.0,1.4223,1.4296,1.4189,1.4279,4587041.8
15m,1777240800.0,1.4279,1.4314,1.4272,1.4302,2761469.4
15m,1777241700.0,1.4302,1.4351,1.4296,1.4304,3578303.9
15m,1777242600.0,1.4304,1.4305,1.4228,1.4262,2999418.9
15m,1777243500.0,1.4262,1.4284,1.4261,1.4263,638100.2
15m,1777244400.0,1.4263,1.4276,1.4253,1.4266,544419.5
15m,1777245300.0,1.4266,1.4295,1.4255,1.4256,478423.8
15m,1777246200.0,1.4256,1.4312,1.4242,1.4312,1333324.6
15m,1777247100.0,1.4312,1.4344,1.4298,1.4301,1830734.9
15m,1777248000.0,1.4301,1.4335,1.4283,1.4287,880064.4
15m,1777248900.0,1.4287,1.4289,1.4247,1.4254,1548143.2
15m,1777249800.0,1.4254,1.4334,1.4243,1.4323,1543440.7
15m,1777250700.0,1.4323,1.4402,1.4309,1.4386,6199973.2
15m,1777251600.0,1.4386,1.4444,1.4386,1.4393,5003781.0
15m,1777252500.0,1.4393,1.4397,1.4341,1.4363,1870539.9
15m,1777253400.0,1.4363,1.4426,1.4362,1.4409,1518388.7
15m,1777254300.0,1.4409,1.4462,1.4409,1.444,3372816.4
15m,1777255200.0,1.444,1.4449,1.4395,1.441,1171948.5
15m,1777256100.0,1.441,1.4438,1.4395,1.4415,735190.8
15m,1777257000.0,1.4415,1.4439,1.4401,1.4412,845928.4
15m,1777257900.0,1.4412,1.4454,1.4412,1.4431,689082.6
15m,1777258800.0,1.4431,1.4446,1.441,1.4425,1215605.5
15m,1777259700.0,1.4425,1.4437,1.4412,1.4431,1195521.9
15m,1777260600.0,1.4431,1.4467,1.4428,1.4457,1388402.9
