timeframe,open_time,open,high,low,close,volume
2h,1779314400.0,1.3662,1.3673,1.3594,1.3663,8605274.4
2h,1779321600.0,1.3663,1.381,1.3657,1.3777,9583282.8
2h,1779328800.0,1.3777,1.3854,1.3769,1.3837,10074611.6
2h,1779336000.0,1.3837,1.385,1.3713,1.3744,9769615.0
2h,1779343200.0,1.3744,1.3767,1.3689,1.3754,8943605.6
2h,1779350400.0,1.3754,1.3853,1.3734,1.3738,16743638.4
2h,1779357600.0,1.3738,1.3744,1.3627,1.3631,27998391.0
2h,1779364800.0,1.3631,1.3679,1.3538,1.3611,33795440.9
2h,1779372000.0,1.3611,1.3651,1.3504,1.3607,19223620.6
2h,1779379200.0,1.3607,1.386,1.3563,1.3807,31184367.0
2h,1779386400.0,1.3807,1.3819,1.3659,1.379,17175886.2
2h,1779393600.0,1.379,1.3804,1.3748,1.3753,5663087.3
2h,1779400800.0,1.3753,1.376,1.3684,1.3733,6521115.6
2h,1779408000.0,1.3733,1.3737,1.3641,1.3703,8490104.1
2h,1779415200.0,1.3703,1.3762,1.3691,1.3717,13027768.3
2h,1779422400.0,1.3717,1.3756,1.3667,1.3677,6937736.0
2h,1779429600.0,1.3677,1.3693,1.3558,1.3643,18729666.8
2h,1779436800.0,1.3643,1.3679,1.3584,1.3593,10238332.9
2h,1779444000.0,1.3593,1.3614,1.3543,1.361,10823460.6
