timeframe,open_time,open,high,low,close,volume,buy_volume,sell_volume,tick_count
15m,1770502500.0,1.4285,1.4294,1.4225,1.429,174013.09,0.0,0.0,0
15m,1770503400.0,1.429,1.431,1.4265,1.4288,97345.74,0.0,0.0,0
15m,1770504300.0,1.4288,1.4288,1.4201,1.4227,313657.48,0.0,0.0,0
15m,1770505200.0,1.4227,1.4246,1.4124,1.4198,392681.01,0.0,0.0,0
15m,1770506100.0,1.4198,1.4222,1.4141,1.4211,149023.61,0.0,0.0,0
15m,1770507000.0,1.4211,1.4257,1.4198,1.4239,183744.38,0.0,0.0,0
15m,1770507900.0,1.4239,1.4278,1.4225,1.423,118287.2,0.0,0.0,0
15m,1770508800.0,1.423,1.4287,1.4208,1.4266,211949.48,0.0,0.0,0
15m,1770509700.0,1.4266,1.4269,1.4154,1.4189,221158.21,0.0,0.0,0
15m,1770510600.0,1.4189,1.4229,1.4147,1.4171,90124.99,0.0,0.0,0
15m,1770511500.0,1.4171,1.4221,1.4147,1.4205,238662.83,0.0,0.0,0
15m,1770512400.0,1.4205,1.4336,1.4197,1.433,296562.02,0.0,0.0,0
15m,1770513300.0,1.433,1.433,1.4264,1.4284,176537.75,0.0,0.0,0
15m,1770514200.0,1.4284,1.4379,1.4268,1.4327,199369.35,0.0,0.0,0
15m,1770515100.0,1.4327,1.4361,1.4289,1.4323,219345.16,0.0,0.0,0
15m,1770516000.0,1.4323,1.4398,1.4301,1.4365,199649.82,0.0,0.0,0
15m,1770516900.0,1.4365,1.4417,1.4326,1.4348,323819.33,0.0,0.0,0
15m,1770517800.0,1.4348,1.4374,1.4253,1.4273,239947.18,0.0,0.0,0
15m,1770518700.0,1.4273,1.4302,1.4243,1.4299,201171.47,0.0,0.0,0
15m,1770519600.0,1.4299,1.433,1.4247,1.4281,228429.6,0.0,0.0,0
15m,1770520500.0,1.4281,1.4308,1.4252,1.4258,140565.83,0.0,0.0,0
15m,1770521400.0,1.4258,1.4287,1.4204,1.4213,204701.59,0.0,0.0,0
15m,1770522300.0,1.4213,1.4224,1.4137,1.4167,199680.72,0.0,0.0,0
15m,1770523200.0,1.4167,1.42,1.413,1.4143,161440.01,0.0,0.0,0
15m,1770524100.0,1.4143,1.4212,1.4098,1.4202,348037.67,0.0,0.0,0
15m,1770525000.0,1.4202,1.4217,1.4151,1.4192,127248.65,0.0,0.0,0
15m,1770525900.0,1.4192,1.4237,1.4174,1.4231,70062.32,0.0,0.0,0
15m,1770526800.0,1.4231,1.426,1.4211,1.4251,163575.8,0.0,0.0,0
15m,1770527700.0,1.4251,1.4259,1.4217,1.4229,58205.39,0.0,0.0,0
15m,1770528600.0,1.4229,1.4229,1.418,1.4182,108583.61,0.0,0.0,0
15m,1770529500.0,1.4182,1.4194,1.4162,1.4184,290380.94,0.0,0.0,0
15m,1770530400.0,1.4184,1.4196,1.414,1.4193,165205.21,0.0,0.0,0
15m,1770531300.0,1.4193,1.4222,1.4174,1.4197,132608.33,0.0,0.0,0
15m,1770532200.0,1.4197,1.4199,1.4143,1.4159,81685.71,0.0,0.0,0
15m,1770533100.0,1.4159,1.4181,1.4142,1.4163,115151.27,0.0,0.0,0
15m,1770534000.0,1.4163,1.4194,1.4135,1.4184,204449.04,0.0,0.0,0
15m,1770534900.0,1.4184,1.4201,1.4121,1.4175,200134.08,0.0,0.0,0
