timestamp,symbol,side,entry_price,exit_price,qty,fee,pnl,reason
1774880913.0477664,DOGEUSDT,sell,0.09285,,5385.029618,0.1,,SMA 3 tembus 8 ke bawah -> SELL SHORT
1774881013.230958,DOGEUSDT,close_short,0.09285,0.09291,5385.029618,0.10006462,-0.4231663970800242,SMA Menukik Naik -> Tutup posisi SHORT
1774881016.9551797,DOGEUSDT,buy,0.09292,,5380.97288,0.1,,SMA 3 tembus 8 ke atas -> BUY LONG
1774881782.4612525,DOGEUSDT,close_long,0.09292,0.0925,5380.97288,0.099548,-2.3595566096000202,SMA Menukik Turun -> Tutup posisi LONG
1774881782.565185,DOGEUSDT,sell,0.0925,,5405.405405,0.1,,SMA 3 tembus 8 ke bawah -> SELL SHORT
1774882080.1831772,DOGEUSDT,close_short,0.0925,0.0926,5405.405405,0.10010811,-0.6406486505000155,SMA Menukik Naik -> Tutup posisi SHORT
1774882080.265685,DOGEUSDT,buy,0.09261,,5398.984991,0.1,,SMA 3 tembus 8 ke atas -> BUY LONG
