timeframe,open_time,open,high,low,close,volume,buy_volume,sell_volume,tick_count
15m,1767254400.0,1.8422,1.845,1.8419,1.8438,95603.52,0.0,0.0,0
15m,1767255300.0,1.8438,1.8465,1.8438,1.8462,80495.09,0.0,0.0,0
15m,1767256200.0,1.8462,1.8478,1.846,1.8465,112057.25,0.0,0.0,0
15m,1767257100.0,1.8465,1.8513,1.8465,1.8501,136990.35,0.0,0.0,0
15m,1767258000.0,1.8501,1.8551,1.8497,1.8525,219314.67,0.0,0.0,0
15m,1767258900.0,1.8525,1.854,1.8491,1.8501,282629.15,0.0,0.0,0
15m,1767259800.0,1.8501,1.8526,1.8493,1.8519,91954.95,0.0,0.0,0
15m,1767260700.0,1.8519,1.8532,1.8512,1.8521,61687.28,0.0,0.0,0
15m,1767261600.0,1.8521,1.8536,1.8514,1.853,59410.13,0.0,0.0,0
15m,1767262500.0,1.853,1.853,1.8519,1.8527,64861.98,0.0,0.0,0
15m,1767263400.0,1.8527,1.8548,1.8525,1.8541,201654.71,0.0,0.0,0
15m,1767264300.0,1.8541,1.8549,1.8532,1.8533,129170.77,0.0,0.0,0
15m,1767265200.0,1.8533,1.8557,1.8533,1.8546,91998.24,0.0,0.0,0
15m,1767266100.0,1.8546,1.8565,1.8516,1.8526,65729.58,0.0,0.0,0
15m,1767267000.0,1.8526,1.8532,1.8501,1.8525,101020.88,0.0,0.0,0
15m,1767267900.0,1.8525,1.8563,1.8525,1.8553,288308.57,0.0,0.0,0
15m,1767268800.0,1.8553,1.8565,1.854,1.854,92518.24,0.0,0.0,0
15m,1767269700.0,1.854,1.854,1.8516,1.8526,70174.18,0.0,0.0,0
15m,1767270600.0,1.8526,1.8544,1.8519,1.8528,116054.84,0.0,0.0,0
15m,1767271500.0,1.8528,1.8543,1.8524,1.8524,68573.38,0.0,0.0,0
15m,1767272400.0,1.8524,1.855,1.852,1.855,111684.09,0.0,0.0,0
15m,1767273300.0,1.855,1.8591,1.8549,1.857,342150.33,0.0,0.0,0
15m,1767274200.0,1.857,1.8574,1.8562,1.8569,146480.46,0.0,0.0,0
15m,1767275100.0,1.8569,1.8586,1.8558,1.8582,252973.64,0.0,0.0,0
15m,1767276000.0,1.8582,1.8598,1.8562,1.8597,296087.1,0.0,0.0,0
15m,1767276900.0,1.8597,1.8597,1.8524,1.8535,248780.11,0.0,0.0,0
15m,1767277800.0,1.8535,1.8581,1.8523,1.8574,130530.93,0.0,0.0,0
15m,1767278700.0,1.8574,1.8596,1.856,1.8562,96816.77,0.0,0.0,0
15m,1767279600.0,1.8562,1.8574,1.8552,1.8567,71982.55,0.0,0.0,0
15m,1767280500.0,1.8567,1.8582,1.8519,1.8541,198162.06,0.0,0.0,0
15m,1767281400.0,1.8541,1.8606,1.8541,1.8575,281898.89,0.0,0.0,0
15m,1767282300.0,1.8575,1.8674,1.8566,1.863,979181.96,0.0,0.0,0
15m,1767283200.0,1.863,1.8648,1.859,1.8606,345983.0,0.0,0.0,0
15m,1767284100.0,1.8606,1.8614,1.8562,1.86,333634.74,0.0,0.0,0
15m,1767285000.0,1.86,1.8635,1.8595,1.8619,216276.66,0.0,0.0,0
15m,1767285900.0,1.8619,1.8648,1.8615,1.8647,116331.8,0.0,0.0,0
15m,1767286800.0,1.8647,1.8695,1.8644,1.8686,147050.75,0.0,0.0,0
15m,1767287700.0,1.8686,1.8729,1.8668,1.8713,352443.42,0.0,0.0,0
15m,1767288600.0,1.8713,1.8755,1.8712,1.8718,534291.41,0.0,0.0,0
15m,1767289500.0,1.8718,1.8737,1.8684,1.8688,202069.8,0.0,0.0,0
15m,1767290400.0,1.8688,1.8713,1.867,1.8672,520960.15,0.0,0.0,0
15m,1767291300.0,1.8672,1.8679,1.8652,1.8661,306178.44,0.0,0.0,0
15m,1767292200.0,1.8661,1.8693,1.8661,1.8688,91938.33,0.0,0.0,0
15m,1767293100.0,1.8688,1.8695,1.8663,1.8694,327538.47,0.0,0.0,0
15m,1767294000.0,1.8694,1.8711,1.8675,1.8676,75751.08,0.0,0.0,0
15m,1767294900.0,1.8676,1.871,1.8676,1.87,56509.4,0.0,0.0,0
15m,1767295800.0,1.87,1.8737,1.8689,1.8729,431562.94,0.0,0.0,0
15m,1767296700.0,1.8729,1.874,1.872,1.874,115267.03,0.0,0.0,0
15m,1767297600.0,1.874,1.876,1.8724,1.8747,346844.74,0.0,0.0,0
15m,1767298500.0,1.8747,1.8764,1.8729,1.8736,135086.76,0.0,0.0,0
15m,1767299400.0,1.8736,1.8736,1.8679,1.8705,212721.8,0.0,0.0,0
15m,1767300300.0,1.8705,1.8721,1.8691,1.8717,100231.94,0.0,0.0,0
15m,1767301200.0,1.8717,1.873,1.8697,1.8716,97185.24,0.0,0.0,0
15m,1767302100.0,1.8716,1.8721,1.8699,1.8699,40646.72,0.0,0.0,0
15m,1767303000.0,1.8699,1.8707,1.8675,1.8695,101563.81,0.0,0.0,0
15m,1767303900.0,1.8695,1.8714,1.8687,1.8712,72138.87,0.0,0.0,0
15m,1767304800.0,1.8712,1.8737,1.8711,1.8729,277510.23,0.0,0.0,0
15m,1767305700.0,1.8729,1.8729,1.87,1.8712,55385.61,0.0,0.0,0
15m,1767306600.0,1.8712,1.8723,1.8685,1.8719,143931.89,0.0,0.0,0
15m,1767307500.0,1.8719,1.8764,1.8719,1.8764,175436.96,0.0,0.0,0
15m,1767308400.0,1.8764,1.8788,1.8721,1.8747,282165.4,0.0,0.0,0
15m,1767309300.0,1.8747,1.8801,1.8747,1.8794,468048.82,0.0,0.0,0
15m,1767310200.0,1.8794,1.8807,1.8788,1.8799,624787.0,0.0,0.0,0
15m,1767311100.0,1.8799,1.8809,1.8774,1.8797,154864.35,0.0,0.0,0
15m,1767312000.0,1.8797,1.8818,1.8753,1.8762,310091.36,0.0,0.0,0
15m,1767312900.0,1.8762,1.8784,1.8753,1.877,175393.33,0.0,0.0,0
15m,1767313800.0,1.877,1.8794,1.8749,1.8762,90851.94,0.0,0.0,0
15m,1767314700.0,1.8762,1.8798,1.8762,1.8789,108215.07,0.0,0.0,0
15m,1767315600.0,1.8789,1.8802,1.8783,1.8787,128723.56,0.0,0.0,0
15m,1767316500.0,1.8787,1.8787,1.8759,1.8759,81657.84,0.0,0.0,0
15m,1767317400.0,1.8759,1.8768,1.8734,1.874,73062.84,0.0,0.0,0
15m,1767318300.0,1.874,1.874,1.8721,1.8725,124534.21,0.0,0.0,0
15m,1767319200.0,1.8725,1.8728,1.8697,1.87,141194.55,0.0,0.0,0
15m,1767320100.0,1.87,1.8714,1.869,1.8705,135223.54,0.0,0.0,0
15m,1767321000.0,1.8705,1.8732,1.8702,1.8727,69630.82,0.0,0.0,0
15m,1767321900.0,1.8727,1.8773,1.8725,1.8773,160266.37,0.0,0.0,0
15m,1767322800.0,1.8773,1.883,1.8754,1.8828,370882.74,0.0,0.0,0
15m,1767323700.0,1.8828,1.8841,1.8801,1.8816,171642.58,0.0,0.0,0
15m,1767324600.0,1.8816,1.89,1.8813,1.8865,413395.66,0.0,0.0,0
15m,1767325500.0,1.8865,1.8926,1.8865,1.8886,312467.67,0.0,0.0,0
15m,1767326400.0,1.8886,1.8904,1.8839,1.8842,118726.06,0.0,0.0,0
15m,1767327300.0,1.8842,1.8843,1.8781,1.8783,187831.51,0.0,0.0,0
15m,1767328200.0,1.8783,1.8808,1.8781,1.8781,81531.12,0.0,0.0,0
15m,1767329100.0,1.8781,1.8796,1.8762,1.877,104266.18,0.0,0.0,0
15m,1767330000.0,1.877,1.8773,1.8751,1.876,85514.47,0.0,0.0,0
15m,1767330900.0,1.876,1.8771,1.8722,1.8727,100128.69,0.0,0.0,0
15m,1767331800.0,1.8727,1.8755,1.8724,1.8755,80836.36,0.0,0.0,0
15m,1767332700.0,1.8755,1.8772,1.875,1.876,112687.59,0.0,0.0,0
15m,1767333600.0,1.876,1.8774,1.875,1.8762,101604.12,0.0,0.0,0
15m,1767334500.0,1.8762,1.8777,1.8758,1.8771,149067.14,0.0,0.0,0
15m,1767335400.0,1.8771,1.88,1.8766,1.88,110907.86,0.0,0.0,0
15m,1767336300.0,1.88,1.8818,1.8773,1.8777,85758.72,0.0,0.0,0
15m,1767337200.0,1.8777,1.8785,1.8766,1.8782,51726.6,0.0,0.0,0
15m,1767338100.0,1.8782,1.8782,1.8724,1.8724,113156.79,0.0,0.0,0
15m,1767339000.0,1.8724,1.8737,1.871,1.8723,106820.86,0.0,0.0,0
15m,1767339900.0,1.8723,1.8734,1.8716,1.8722,77989.59,0.0,0.0,0
15m,1767340800.0,1.8722,1.8763,1.8716,1.876,116686.64,0.0,0.0,0
15m,1767341700.0,1.876,1.8762,1.8729,1.8734,64835.85,0.0,0.0,0
15m,1767342600.0,1.8734,1.8767,1.8729,1.8756,204242.61,0.0,0.0,0
15m,1767343500.0,1.8756,1.8806,1.8755,1.8804,168647.54,0.0,0.0,0
15m,1767344400.0,1.8804,1.8869,1.8784,1.8842,258215.88,0.0,0.0,0
15m,1767345300.0,1.8842,1.8849,1.8811,1.8832,113986.8,0.0,0.0,0
15m,1767346200.0,1.8832,1.8896,1.8828,1.8896,118415.44,0.0,0.0,0
15m,1767347100.0,1.8896,1.9016,1.8871,1.8971,1237035.37,0.0,0.0,0
15m,1767348000.0,1.8971,1.9089,1.8971,1.903,656023.7,0.0,0.0,0
15m,1767348900.0,1.903,1.9051,1.8969,1.897,232322.8,0.0,0.0,0
15m,1767349800.0,1.897,1.8988,1.8968,1.8981,195797.9,0.0,0.0,0
15m,1767350700.0,1.8981,1.9006,1.8967,1.8972,293928.72,0.0,0.0,0
15m,1767351600.0,1.8972,1.8977,1.8923,1.8928,320582.15,0.0,0.0,0
15m,1767352500.0,1.8928,1.8944,1.8893,1.8917,254764.01,0.0,0.0,0
15m,1767353400.0,1.8917,1.8924,1.8872,1.8903,317448.42,0.0,0.0,0
15m,1767354300.0,1.8903,1.8917,1.8878,1.8911,115851.19,0.0,0.0,0
15m,1767355200.0,1.8911,1.8927,1.8898,1.8918,213504.44,0.0,0.0,0
15m,1767356100.0,1.8918,1.8968,1.8918,1.8966,215270.85,0.0,0.0,0
15m,1767357000.0,1.8966,1.9024,1.896,1.898,360575.18,0.0,0.0,0
15m,1767357900.0,1.898,1.9003,1.8973,1.8992,243155.46,0.0,0.0,0
15m,1767358800.0,1.8992,1.9006,1.897,1.8997,138442.61,0.0,0.0,0
15m,1767359700.0,1.8997,1.9039,1.8996,1.9032,394390.86,0.0,0.0,0
15m,1767360600.0,1.9032,1.9048,1.9002,1.9035,460356.15,0.0,0.0,0
15m,1767361500.0,1.9035,1.9035,1.8961,1.8969,405282.04,0.0,0.0,0
15m,1767362400.0,1.8969,1.9014,1.8967,1.8997,531290.73,0.0,0.0,0
15m,1767363300.0,1.8997,1.9034,1.8882,1.9001,1189987.88,0.0,0.0,0
15m,1767364200.0,1.9001,1.9111,1.8875,1.9075,1265256.86,0.0,0.0,0
15m,1767365100.0,1.9075,1.9233,1.9023,1.917,1596494.45,0.0,0.0,0
15m,1767366000.0,1.917,1.925,1.9092,1.9115,727500.92,0.0,0.0,0
15m,1767366900.0,1.9115,1.9141,1.8987,1.9086,1182488.6,0.0,0.0,0
15m,1767367800.0,1.9086,1.9243,1.9067,1.924,481319.91,0.0,0.0,0
15m,1767368700.0,1.924,1.9266,1.9155,1.9184,730834.09,0.0,0.0,0
15m,1767369600.0,1.9184,1.9302,1.9159,1.9302,958756.35,0.0,0.0,0
15m,1767370500.0,1.9302,1.9483,1.9287,1.9451,1338690.67,0.0,0.0,0
15m,1767371400.0,1.9451,1.9643,1.9436,1.9533,2414265.58,0.0,0.0,0
15m,1767372300.0,1.9533,1.9634,1.9501,1.9632,668639.8,0.0,0.0,0
15m,1767373200.0,1.9632,1.9883,1.9631,1.9838,2051687.69,0.0,0.0,0
15m,1767374100.0,1.9838,1.9969,1.9836,1.9904,1754477.32,0.0,0.0,0
15m,1767375000.0,1.9904,1.9927,1.9767,1.9889,1126546.74,0.0,0.0,0
15m,1767375900.0,1.9889,1.9976,1.9813,1.9926,949637.39,0.0,0.0,0
15m,1767376800.0,1.9926,1.9982,1.9861,1.9904,551592.92,0.0,0.0,0
15m,1767377700.0,1.9904,1.9947,1.986,1.9942,681679.82,0.0,0.0,0
15m,1767378600.0,1.9942,1.9948,1.9817,1.9853,664608.39,0.0,0.0,0
15m,1767379500.0,1.9853,1.9883,1.9695,1.9785,1967974.3,0.0,0.0,0
15m,1767380400.0,1.9785,1.9893,1.9726,1.9886,660382.28,0.0,0.0,0
15m,1767381300.0,1.9886,1.9946,1.9886,1.9933,723346.16,0.0,0.0,0
15m,1767382200.0,1.9933,1.9954,1.9904,1.9919,574482.24,0.0,0.0,0
15m,1767383100.0,1.9919,1.9951,1.9861,1.9919,691156.66,0.0,0.0,0
15m,1767384000.0,1.9919,1.9976,1.991,1.9961,746328.86,0.0,0.0,0
15m,1767384900.0,1.9961,1.9967,1.9874,1.9906,378768.26,0.0,0.0,0
15m,1767385800.0,1.9906,1.9928,1.9857,1.9916,327150.36,0.0,0.0,0
15m,1767386700.0,1.9916,1.9923,1.978,1.9795,818905.23,0.0,0.0,0
15m,1767387600.0,1.9795,1.9893,1.9795,1.9851,494277.39,0.0,0.0,0
15m,1767388500.0,1.9851,1.9932,1.9835,1.9928,309895.5,0.0,0.0,0
15m,1767389400.0,1.9928,2.0069,1.992,2.0026,1100499.51,0.0,0.0,0
15m,1767390300.0,2.0026,2.0213,2.0019,2.0171,1280617.13,0.0,0.0,0
15m,1767391200.0,2.0171,2.0311,2.012,2.012,1550070.74,0.0,0.0,0
15m,1767392100.0,2.012,2.0162,2.0105,2.0138,404889.85,0.0,0.0,0
15m,1767393000.0,2.0138,2.0221,2.013,2.0199,371447.73,0.0,0.0,0
15m,1767393900.0,2.0199,2.0229,2.0137,2.0156,258923.2,0.0,0.0,0
15m,1767394800.0,2.0156,2.018,2.0116,2.0135,244509.54,0.0,0.0,0
15m,1767395700.0,2.0135,2.0188,2.0072,2.008,379824.35,0.0,0.0,0
15m,1767396600.0,2.008,2.012,2.0076,2.0093,268466.43,0.0,0.0,0
15m,1767397500.0,2.0093,2.0097,2.0047,2.0068,319703.38,0.0,0.0,0
15m,1767398400.0,2.0068,2.0175,2.0068,2.0173,244085.52,0.0,0.0,0
15m,1767399300.0,2.0173,2.039,2.0152,2.0382,733711.91,0.0,0.0,0
15m,1767400200.0,2.0382,2.0397,2.0232,2.0261,914703.75,0.0,0.0,0
15m,1767401100.0,2.0261,2.0263,2.0146,2.0149,416700.26,0.0,0.0,0
15m,1767402000.0,2.0149,2.029,2.0123,2.029,422140.1,0.0,0.0,0
15m,1767402900.0,2.029,2.0292,2.0216,2.0261,268009.44,0.0,0.0,0
15m,1767403800.0,2.0261,2.0322,2.0246,2.0282,243192.13,0.0,0.0,0
15m,1767404700.0,2.0282,2.0314,2.0281,2.0303,175200.92,0.0,0.0,0
15m,1767405600.0,2.0303,2.0305,2.0213,2.0224,265187.28,0.0,0.0,0
15m,1767406500.0,2.0224,2.0285,2.0192,2.0269,266378.33,0.0,0.0,0
15m,1767407400.0,2.0269,2.0284,2.0241,2.0263,113512.38,0.0,0.0,0
15m,1767408300.0,2.0263,2.0285,2.0242,2.0249,219853.9,0.0,0.0,0
15m,1767409200.0,2.0249,2.0278,2.0195,2.021,539518.36,0.0,0.0,0
15m,1767410100.0,2.021,2.0254,2.021,2.0251,228800.2,0.0,0.0,0
15m,1767411000.0,2.0251,2.0315,2.0239,2.0309,254851.25,0.0,0.0,0
15m,1767411900.0,2.0309,2.044,2.0298,2.0404,1415239.0,0.0,0.0,0
15m,1767412800.0,2.0404,2.0469,2.038,2.0443,726663.74,0.0,0.0,0
15m,1767413700.0,2.0443,2.056,2.043,2.0548,770503.6,0.0,0.0,0
15m,1767414600.0,2.0548,2.0557,2.0442,2.0467,671283.68,0.0,0.0,0
15m,1767415500.0,2.0467,2.0509,2.0465,2.0491,235042.67,0.0,0.0,0
15m,1767416400.0,2.0491,2.0562,2.0476,2.0482,300911.94,0.0,0.0,0
15m,1767417300.0,2.0482,2.0498,2.0379,2.0407,514130.39,0.0,0.0,0
15m,1767418200.0,2.0407,2.0407,2.0285,2.0318,456873.7,0.0,0.0,0
15m,1767419100.0,2.0318,2.0329,2.0285,2.0317,217727.77,0.0,0.0,0
15m,1767420000.0,2.0317,2.0359,2.0307,2.0337,194878.88,0.0,0.0,0
15m,1767420900.0,2.0337,2.0351,2.0282,2.0283,128308.49,0.0,0.0,0
15m,1767421800.0,2.0283,2.0288,2.0182,2.0184,997988.21,0.0,0.0,0
15m,1767422700.0,2.0184,2.0195,2.0081,2.0117,852896.06,0.0,0.0,0
15m,1767423600.0,2.0117,2.0158,2.0054,2.0074,655840.12,0.0,0.0,0
15m,1767424500.0,2.0074,2.0081,1.988,1.9883,1163937.36,0.0,0.0,0
15m,1767425400.0,1.9883,2.002,1.9843,1.9995,571124.4,0.0,0.0,0
15m,1767426300.0,1.9995,2.0009,1.9928,1.9942,310448.35,0.0,0.0,0
15m,1767427200.0,1.9942,2.002,1.9922,2.0002,247993.21,0.0,0.0,0
15m,1767428100.0,2.0002,2.0081,1.9995,2.0061,595520.32,0.0,0.0,0
15m,1767429000.0,2.0061,2.0094,2.0038,2.0065,801859.42,0.0,0.0,0
15m,1767429900.0,2.0065,2.0102,2.0052,2.0076,419739.6,0.0,0.0,0
15m,1767430800.0,2.0076,2.0114,2.0057,2.0089,184446.25,0.0,0.0,0
15m,1767431700.0,2.0089,2.0165,2.008,2.015,356355.49,0.0,0.0,0
15m,1767432600.0,2.015,2.0213,2.0113,2.0213,499859.23,0.0,0.0,0
15m,1767433500.0,2.0213,2.0214,2.0136,2.0138,229632.33,0.0,0.0,0
15m,1767434400.0,2.0138,2.0148,2.0085,2.0085,143618.4,0.0,0.0,0
15m,1767435300.0,2.0085,2.0104,2.007,2.0092,247473.77,0.0,0.0,0
15m,1767436200.0,2.0092,2.0106,2.0029,2.0086,534299.62,0.0,0.0,0
15m,1767437100.0,2.0086,2.0086,2.0045,2.0054,163990.68,0.0,0.0,0
15m,1767438000.0,2.0054,2.006,1.9974,2.0013,382133.06,0.0,0.0,0
15m,1767438900.0,2.0013,2.0028,1.9983,2.0015,135247.1,0.0,0.0,0
15m,1767439800.0,2.0015,2.0024,1.9985,2.0008,112931.14,0.0,0.0,0
15m,1767440700.0,2.0008,2.0009,1.9983,1.9997,387892.68,0.0,0.0,0
15m,1767441600.0,1.9997,2.0024,1.9967,2.0015,109865.55,0.0,0.0,0
15m,1767442500.0,2.0015,2.0058,2.0015,2.0041,141310.14,0.0,0.0,0
15m,1767443400.0,2.0041,2.0041,1.9942,1.9977,166272.2,0.0,0.0,0
15m,1767444300.0,1.9977,2.0038,1.9972,2.0027,415467.09,0.0,0.0,0
15m,1767445200.0,2.0027,2.0061,2.0002,2.0006,149563.24,0.0,0.0,0
15m,1767446100.0,2.0006,2.0048,2.0006,2.0028,101498.59,0.0,0.0,0
15m,1767447000.0,2.0028,2.0057,2.0017,2.0034,184397.73,0.0,0.0,0
15m,1767447900.0,2.0034,2.0095,2.0033,2.0051,216102.01,0.0,0.0,0
15m,1767448800.0,2.0051,2.013,2.0045,2.013,197033.09,0.0,0.0,0
15m,1767449700.0,2.013,2.0187,2.0114,2.0154,734125.61,0.0,0.0,0
15m,1767450600.0,2.0154,2.0169,2.0124,2.0138,465337.68,0.0,0.0,0
15m,1767451500.0,2.0138,2.0143,2.0074,2.0109,328934.79,0.0,0.0,0
15m,1767452400.0,2.0109,2.0128,2.0057,2.0069,169298.68,0.0,0.0,0
15m,1767453300.0,2.0069,2.008,2.0052,2.0075,151907.31,0.0,0.0,0
15m,1767454200.0,2.0075,2.0102,2.0067,2.0074,104608.65,0.0,0.0,0
15m,1767455100.0,2.0074,2.0077,2.0052,2.0064,101200.55,0.0,0.0,0
15m,1767456000.0,2.0064,2.0108,2.002,2.0046,443883.66,0.0,0.0,0
15m,1767456900.0,2.0046,2.0062,2.0001,2.0045,149666.21,0.0,0.0,0
15m,1767457800.0,2.0045,2.0092,2.0039,2.0083,197462.28,0.0,0.0,0
15m,1767458700.0,2.0083,2.0095,2.0021,2.0023,353298.95,0.0,0.0,0
15m,1767459600.0,2.0023,2.0038,1.9964,1.9975,273105.42,0.0,0.0,0
15m,1767460500.0,1.9975,2.0021,1.9972,2.0003,79195.78,0.0,0.0,0
15m,1767461400.0,2.0003,2.0051,2.0003,2.0042,77130.97,0.0,0.0,0
15m,1767462300.0,2.0042,2.0046,2.0018,2.0021,99239.4,0.0,0.0,0
15m,1767463200.0,2.0021,2.0021,1.9979,2.0002,157339.53,0.0,0.0,0
15m,1767464100.0,2.0002,2.01,1.9994,2.0076,197352.23,0.0,0.0,0
15m,1767465000.0,2.0076,2.0106,2.0069,2.0084,155450.55,0.0,0.0,0
15m,1767465900.0,2.0084,2.0107,2.0067,2.0098,82132.47,0.0,0.0,0
15m,1767466800.0,2.0098,2.0098,2.003,2.0045,169856.35,0.0,0.0,0
15m,1767467700.0,2.0045,2.0089,2.0045,2.0059,98385.55,0.0,0.0,0
15m,1767468600.0,2.0059,2.0083,2.0055,2.0064,72292.16,0.0,0.0,0
15m,1767469500.0,2.0064,2.0077,2.0046,2.0071,89706.24,0.0,0.0,0
15m,1767470400.0,2.0071,2.0086,1.9989,2.0,150798.03,0.0,0.0,0
15m,1767471300.0,2.0,2.0036,1.9999,2.0033,70471.55,0.0,0.0,0
15m,1767472200.0,2.0033,2.0106,2.0032,2.01,97737.4,0.0,0.0,0
15m,1767473100.0,2.01,2.0109,2.0061,2.0075,149196.86,0.0,0.0,0
15m,1767474000.0,2.0075,2.0094,2.0047,2.0082,159076.1,0.0,0.0,0
15m,1767474900.0,2.0082,2.0114,2.007,2.01,153313.64,0.0,0.0,0
15m,1767475800.0,2.01,2.0143,2.0091,2.0109,252161.86,0.0,0.0,0
15m,1767476700.0,2.0109,2.0118,2.0086,2.0094,99677.13,0.0,0.0,0
15m,1767477600.0,2.0094,2.0094,2.0038,2.0063,227273.25,0.0,0.0,0
15m,1767478500.0,2.0063,2.0138,2.0063,2.0115,157051.63,0.0,0.0,0
15m,1767479400.0,2.0115,2.017,2.0114,2.0152,320746.72,0.0,0.0,0
15m,1767480300.0,2.0152,2.0159,2.0119,2.0143,95683.03,0.0,0.0,0
15m,1767481200.0,2.0143,2.0157,2.0121,2.014,161756.73,0.0,0.0,0
15m,1767482100.0,2.014,2.0189,2.0137,2.0174,318326.2,0.0,0.0,0
15m,1767483000.0,2.0174,2.0187,2.0157,2.0186,242516.1,0.0,0.0,0
15m,1767483900.0,2.0186,2.0188,2.0174,2.0183,196114.81,0.0,0.0,0
15m,1767484800.0,2.0183,2.0319,2.0163,2.0299,982648.12,0.0,0.0,0
15m,1767485700.0,2.0299,2.035,2.0268,2.0289,762237.0,0.0,0.0,0
15m,1767486600.0,2.0289,2.0374,2.027,2.0303,344604.51,0.0,0.0,0
15m,1767487500.0,2.0303,2.0482,2.0287,2.0426,572940.26,0.0,0.0,0
15m,1767488400.0,2.0426,2.0429,2.0362,2.04,312657.39,0.0,0.0,0
15m,1767489300.0,2.04,2.0419,2.0333,2.035,235083.44,0.0,0.0,0
15m,1767490200.0,2.035,2.035,2.0269,2.0307,149535.52,0.0,0.0,0
15m,1767491100.0,2.0307,2.0368,2.0289,2.0355,191394.4,0.0,0.0,0
15m,1767492000.0,2.0355,2.0364,2.0311,2.0351,214307.53,0.0,0.0,0
15m,1767492900.0,2.0351,2.0373,2.033,2.033,197556.95,0.0,0.0,0
15m,1767493800.0,2.033,2.0366,2.0313,2.033,123933.45,0.0,0.0,0
15m,1767494700.0,2.033,2.0336,2.0268,2.0309,145698.71,0.0,0.0,0
15m,1767495600.0,2.0309,2.0418,2.0304,2.0396,143923.35,0.0,0.0,0
15m,1767496500.0,2.0396,2.0447,2.0371,2.0385,330357.26,0.0,0.0,0
15m,1767497400.0,2.0385,2.0504,2.0373,2.0494,425372.86,0.0,0.0,0
15m,1767498300.0,2.0494,2.0618,2.0483,2.0577,805246.59,0.0,0.0,0
15m,1767499200.0,2.0577,2.0639,2.0531,2.0638,938373.83,0.0,0.0,0
15m,1767500100.0,2.0638,2.0691,2.0564,2.0588,363238.68,0.0,0.0,0
15m,1767501000.0,2.0588,2.0643,2.0543,2.0551,223359.37,0.0,0.0,0
15m,1767501900.0,2.0551,2.0637,2.0527,2.0608,450103.75,0.0,0.0,0
15m,1767502800.0,2.0608,2.0657,2.0553,2.0626,406335.2,0.0,0.0,0
15m,1767503700.0,2.0626,2.0753,2.0616,2.0693,593617.49,0.0,0.0,0
15m,1767504600.0,2.0693,2.0708,2.0615,2.0634,247070.48,0.0,0.0,0
15m,1767505500.0,2.0634,2.0684,2.0632,2.0668,160853.18,0.0,0.0,0
